"handle","name","content","replies","retweets","favorites","unix_timestamp","date","url","__url"
"@Irumf","Irum Azeem Farooque","#Houston Policeman NasirAbbas on duty right now #HurricaneHarvery 
He is the 1st deputy sheriff Pakistani serving in Harris county Houston ","9","30","125","1503771198000","26 Aug 2017","/Irumf/status/901507864853970944","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@CollinRight","Collin  🇺🇸","#HurricaneHarvery went from a Category 4 hurricane to a tropical storm almost as fast as Hillary went from a 100% chance of winning to 0%","55","282","817","1503770727000","26 Aug 2017","/CollinRight/status/901505888451608576","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@brookemdonohue","Brooke Donohue","Looking into downtown #Houston above Buffalo Bayou at Studemont. More rain still to come. #Harvey #HurricaneHarvery ","9","52","59","1503770578000","26 Aug 2017","/brookemdonohue/status/901505265014583296","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Tombx7M","Rad123","Let the smear campaign began
 #HurricaneHarvery #tcot #ccot #CNNsotu","12","95","115","1503770370000","26 Aug 2017","/Tombx7M/status/901504389558435840","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@williamlegate","Liddle’ LeGate  🇺🇸","In light of #HurricaneHarvery, I want to honor Dear Leader who so graciously used Sandy to promote his $1,795 rooms 
https://twitter.com/realdonaldtrump/status/268779449556824064 …","74","350","516","1503770093000","26 Aug 2017","/williamlegate/status/901503226716995585","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@BenedictDonald_","IMPEACH BENEDICT DONALD NOW!","What kind of man would use #HurricaneHarvery 
as a shield?
the 1 who:
bullied disabled/POW's
assaulted women
dodged draft
committed treason","16","156","296","1503769758000","26 Aug 2017","/BenedictDonald_/status/901501824187990016","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@EdanClay","Edan Clay  🇺🇸","As if residents of Texas don't already have enough 2 think about, alligators are on the move & irritated
#HurricaneHarvey #HurricaneHarvery ","27","109","145","1503769603000","26 Aug 2017","/EdanClay/status/901501173215219712","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ENERGY","Energy Department","SITUATION REPORT: 258,000+ customer power outages in #Texas.  https://energy.gov/oe/downloads/hurricane-harvey-situation-reports-august-2017 … 

#HurricaneHarvery 

(:@NASA)","2","34","31","1503769048000","26 Aug 2017","/ENERGY/status/901498844445323264","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@AltWhitehouseIT","Alt_Whitehouse IT","Really disheartening to hear newscasters taking about #HurricaneHarvery danger say they're ""not making this up"". Thanks, @POTUS","3","21","82","1503768000000","26 Aug 2017","/AltWhitehouseIT/status/901494449674625027","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@joshgremillion","Josh Gremillion",".@realDonaldTrump's response to #HurricaneHarvery couldn't have been more perfect. That's what happens when you elect a real world doer. ","21","123","362","1503767834000","26 Aug 2017","/joshgremillion/status/901493752719712257","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@USANEWS007","USA NEWS","@CNN weather reporter hoped to help out w/their dismal ratings by reporting frm inside the eye of #HurricaneHarvery
","71","224","335","1503767782000","26 Aug 2017","/USANEWS007/status/901493535702040577","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@realDonaldTrFan","Donald J. Trump          ᵖᵃʳᵒᵈʸ","I will visit Texas to see the damage from #HurricaneHarvery, once I get official word that the golf courses nearby are dry. #SaturdayMorning","678","4.1K","10K","1503767607000","26 Aug 2017","/realDonaldTrFan/status/901492802810519552","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@BettyBowers","Mrs. Betty Bowers","Next, every state's DOT should assess damage to our roads by the ""money only for the rich"" GOP, a damage far greater than #HurricaneHarvery. ","5","55","161","1503766748000","26 Aug 2017","/BettyBowers/status/901489197084794881","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@priscillathinks","Cilla","A few pics from Refugio for those asking... #PrayForTexas #HurricaneHarvery ","20","192","244","1503766174000","26 Aug 2017","/priscillathinks/status/901486790665809920","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@AD_WHITMAN"," 🗣 🎙WhitmanTV  🎥 👨🏻‍💻","Pathetic @MSNBC feels the need to point out that they don't report #HurricaneHarvery #FakeNews.

What about the rest of it liar?","30","47","59","1503765635000","26 Aug 2017","/AD_WHITMAN/status/901484528711159808","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@AnimeMatsuri","Anime Matsuri","Stay safe out there fellow Texans! #HurricaneHarvery ","5","45","163","1503765631000","26 Aug 2017","/AnimeMatsuri/status/901484512898686976","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@mikerblackman","Michael Blackman","Donald Trump is now claiming there are some very fine breezes on both sides of #HurricaneHarvery.","4","31","63","1503764564000","26 Aug 2017","/mikerblackman/status/901480037622308865","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@tyla_5","Ty","Victoria Tx - Hurricane Harvey #HurricaneHarvery #Harvey2017","7","74","114","1503764181000","26 Aug 2017","/tyla_5/status/901478433338916864","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@SparkleAndVibes","Alexandria Williams","This is over by the Heights....we still have 3 days to go....#HurricaneHarvery ","16","153","167","1503764044000","26 Aug 2017","/SparkleAndVibes/status/901477856794091520","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@CollinRight","Collin  🇺🇸","Very impressed with how Trump has handled #HurricaneHarvery. He is working hard to keep Texas safe!

Why won't the MSM give him credit? ","347","1.1K","2.6K","1503763739000","26 Aug 2017","/CollinRight/status/901476577053102080","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@johndissauer","John Dissauer","JUST IN: 8 fatalities reported in Rockport/Aransas Pass area according to mayor of Port Aransas. #HurricaneHarvery","8","106","50","1503763606000","26 Aug 2017","/johndissauer/status/901476020905181184","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@RotenHilary","Proud, Black, Deplorable & Mobilizing Thousands","I remember and loathe these days. Thank you @realDonaldTrump for taking control. Thank you Jesus, amen he's out.  #HurricaneHarvery ","18","57","119","1503763604000","26 Aug 2017","/RotenHilary/status/901476010637402112","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@SpotterBrett","Brett Griffin","All these idiots who find all this time to protest and act a fool should Head to Texas and help clean up #HurricaneHarvery","24","66","385","1503763424000","26 Aug 2017","/SpotterBrett/status/901475258930212864","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@stephhollman","Stephanie Hollman","Sending my thoughts and prayers to any friends down in south Texas  Stay safe! #HurricaneHarvery","5","8","147","1503763351000","26 Aug 2017","/stephhollman/status/901474949650677761","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@BBassem7","Bassem","CNN EXCLUSIVE: Intelligence sources tell CNN that Russian hackers are behind #HurricaneHarvery","7","24","64","1503762815000","26 Aug 2017","/BBassem7/status/901472702577246208","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@xXUneadTacoXx","Ty Solo","just so everyone knows, the #blueshed is still standing! #HurricaneHarvery @Jeff_Piotrowski","3","49","162","1503762725000","26 Aug 2017","/xXUneadTacoXx/status/901472325765402627","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@DeMarcusWare","D-Ware","Thoughts and prayers for Houston and those in the path of #HurricaneHarvery. ","5","68","506","1503761765000","26 Aug 2017","/DeMarcusWare/status/901468298117885952","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@davidmelber","David Melber","Southern Baptists being called on to provide nearly 150,000 meals/day in response to #HurricaneHarvery pray Mt 9:38 @NAMB_SBC @sendrelief","4","110","197","1503761205000","26 Aug 2017","/davidmelber/status/901465951794810880","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@TheRealBlueShed","TheRealBlueShed","Still here fam, but can someone find me some water wings? #BlueShed #blueshedstrong #HurricaneHarvery ","1","52","133","1503760483000","26 Aug 2017","/TheRealBlueShed/status/901462919757520896","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Sparklez1011"," 🕸️ 🇺🇸Cris 🐧 🕸️","If you know anyone that needs a place let this guy know. #TexasHospitality #HurricaneHarvery ","7","114","183","1503759972000","26 Aug 2017","/Sparklez1011/status/901460779131600897","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@thistallawkgirl","Marie Connor","In response to the widespread devastation left by #HurricaneHarvery, President Trump will use a 7-iron to elude overshooting the green.","11","62","173","1503759506000","26 Aug 2017","/thistallawkgirl/status/901458821587116034","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@gigirules7","Regina Spacola","#HurricaneHarvery One of my best friends lives near Rockport, Texas. She lost power and has flooding. I can't reach her anymore. ","22","26","78","1503758739000","26 Aug 2017","/gigirules7/status/901455605776474115","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@KitDaniels1776","Kit Daniels","#HurricaneHarvery Slams #Texas : Biblical Floods Feared https://www.infowars.com/hurricane-harvey-slams-texas-biblical-floods-feared/ … #tcot","25","78","129","1503758312000","26 Aug 2017","/KitDaniels1776/status/901453815286833152","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Mike_Rawlings","Mike Rawlings","Thanks to @DallasOEM community outreach specialist Rafael Ferreira for his hard work managing shelter #1 at Walnut Hill. #HurricaneHarvery ","2","27","76","1503757359000","26 Aug 2017","/Mike_Rawlings/status/901449816982605826","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Dalrymple","Jim Dalrymple II","Huge row of buses parked on the freeway in Houston. #HurricaneHarvery ","21","233","306","1503756921000","26 Aug 2017","/Dalrymple/status/901447980527611904","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@real_defender","RD","So far it looks like the Trump administration has been on the ball with preparation for #HurricaneHarvery. 

Will the media give him credit?","235","467","1.3K","1503756720000","26 Aug 2017","/real_defender/status/901447139326349312","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@katdish","Kat Dishman-Richards","Dear militant climate change ppl,

#HurricaneHarvery not the result of climate change. Please shut up.

Love,

People who grew up in SE TX","59","77","322","1503756372000","26 Aug 2017","/katdish/status/901445680161591297","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@scrappysheppard","Sarah L. Sheppard","Thinking of everyone in Texas; especially the Ackles & Padalecki families! Love to all #HurricaneHarvery","14","275","1.5K","1503756185000","26 Aug 2017","/scrappysheppard/status/901444893716824066","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@amjoyshow","AM Joy w/Joy Reid",".@amjoyshow will be back #SundayMorning #reiders. Please tune into @MSNBC for continuing #HurricaneHarvey coverage. #HurricaneHarvery","134","228","902","1503756001000","26 Aug 2017","/amjoyshow/status/901444123957374976","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@junryl0814","•JÜÑĘ•","Rockport HS is gone and destroyed pray for them that they all have somewhere to go #HurricaneHarvery #PrayforRockport #PrayingForTexas ","13","188","300","1503755749000","26 Aug 2017","/junryl0814/status/901443065373708288","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Ron_White","Ron White","Put the damn helmet on! .@JimCantore is a fuckin rock star. #HurricaneHarvery ","5","24","166","1503755343000","26 Aug 2017","/Ron_White/status/901441362142384128","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@kathleendurbin_","kathleen durbin","whata hurricane #HurricaneHarvery ","14","27","172","1503754705000","26 Aug 2017","/kathleendurbin_/status/901438687833190400","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@msbrowntatum","Crystal Brown-Tatum","Really #HomeDepot ? Price gouging on water during #HurricaneHarvery @HomeDepot","55","155","202","1503754661000","26 Aug 2017","/msbrowntatum/status/901438502398832640","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@AoAmerican","All American","There could be a nuclear war raging and @CNN would still be talking  about Gorka and Arpaio. 
#HurricaneHarvery #saturdaymorning","17","69","156","1503754280000","26 Aug 2017","/AoAmerican/status/901436905744728064","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@monapaschal","Trump Keeper #MAGA","Snowflakes are desperate, they can't even put aside their hatred for our President even during a national disaster! #HurricaneHarvery","80","61","203","1503753595000","26 Aug 2017","/monapaschal/status/901434032545726465","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
